"AKT1" "AKT2" "AKT3" "APC" "APC2" "ARAF" "AXIN1" "AXIN2" "BRAF" "BRCA1" "BRCA2" "CCND1" "CDK4" "CDK6" "CDKN1A" "CSNK1A1" "CSNK1A1L" "CTNNB1" "DLL1" "DLL3" "DLL4" "DVL1" "DVL2" "DVL3" "E2F1" "E2F2" "E2F3" "EGF" "EGFR" "ERBB2" "ESR1" "ESR2" "FGF1" "FGF10" "FGF11" "FGF12" "FGF13" "FGF14" "FGF17" "FGF18" "FGF19" "FGF2" "FGF21" "FGF23" "FGF3" "FGF4" "FGF5" "FGF7" "FGF8" "FGF9" "FGFR1" "FLT4" "FOS" "FRAT1" "FRAT2" "FZD1" "FZD10" "FZD2" "FZD3" "FZD4" "FZD5" "FZD6" "FZD7" "FZD8" "FZD9" "GRB2" "GSK3B" "HES1" "HES5" "HEY1" "HEY2" "HEYL" "HRAS" "IGF1" "IGF1R" "JAG1" "JAG2" "JUN" "KIT" "KRAS" "LEF1" "LRP5" "LRP6" "MAP2K1" "MAP2K2" "MAPK1" "MAPK3" "MYC" "NCOA1" "NCOA3" "NFKB2" "NOTCH1" "NOTCH2" "NOTCH3" "NOTCH4" "NRAS" "PGR" "PIK3CA" "PIK3CB" "PIK3CD" "PIK3R1" "PIK3R2" "PIK3R3" "PTEN" "RAF1" "RB1" "RPS6KB1" "RPS6KB2" "SHC1" "SHC2" "SHC3" "SHC4" "SOS1" "SOS2" "SP1" "TCF7" "TCF7L1" "TCF7L2" "TNFSF11" "TP53" "WNT1" "WNT10A" "WNT10B" "WNT11" "WNT16" "WNT2" "WNT2B" "WNT3" "WNT3A" "WNT4" "WNT5A" "WNT5B" "WNT6" "WNT7A" "WNT7B" "WNT8A" "WNT8B" "WNT9A" "WNT9B"
"TCGA-A8-A09B" -0.533875 -0.537857142857143 -0.605166666666667 0.883625 0.1559 0.46775 0.2805 0.5068 0.53625 -0.919166666666667 -1.32975 0.0065 -0.8075 -3.0765 0.176428571428571 0.7401 0.8885 0.903375 0.582 -0.905375 1.37825 -0.347833333333333 0.068 0.21775 -1.803 -1.322375 -0.667 -0.116625 -2.4031 2.0615 4.484 0.1292 1.80905 1.7245 -0.118333333333333 0.1758125 -0.879375 1.538 -0.096 1.69345454545455 -1.809 -1.74325 0.20375 -1.149 0.149 -0.29525 -1.87475 1.659875 -0.1145 -1.7825 0.0226818181818182 0.115833333333333 3.097875 0.357166666666667 0.06875 1.0297 -0.784666666666667 0.234333333333333 1.4739 0.5565 -2.25618181818182 -1.363375 0.483333333333333 0.9568 -1.90066666666667 0.39275 0.319 0.6723 1.842 -2.8875 -0.2349 2.797 -0.3145 3.3708125 0.979375 0.526 0.7585 2.17466666666667 0.9935 0.0880833333333333 -1.9046 -0.261333333333333 0.1628 -0.4755 0.0871666666666667 -1.169125 0.209166666666667 -1.2970625 1.05566666666667 -0.973416666666667 0.10875 -0.358 0.7275 1.79733333333333 1.40925 -1.99575 4.55816666666667 0.47525 0.31575 -0.477357142857143 2.22621428571429 -0.289 1.3688 0.519 0.14925 -1.097 -0.823416666666667 -1.39375 0.093625 1.4737 -1.69266666666667 -2.364 -0.0395 0.617 0.624 -2.851875 0.514625 0.813357142857143 0.12575 -0.0273333333333333 0.1488 -0.84525 -2.33675 0.221 0.0221666666666667 3.780625 0.194166666666667 0.840333333333333 0.0434 3.75775 -1.5118 -1.50025 -0.631642857142857 0.0221666666666667 1.866 -0.6605 0.11 0.256 -0.128
"TCGA-A8-A09T" -0.109375 -0.0553571429 -0.5963333333 0.397875 0.0311 0.437 0.644625 -0.7381 0.545 -1.2324166667 -1.00575 0.5210833333 -0.4206 -3.3038 1.1323571429 0.30915 0.8008333333 0.4323125 0.3865 -1.4885 1.386 0.1046666667 -0.0143333333 0.1591666667 -1.002 -0.581 -0.8271 1.07 -2.7246 2.337 3.839 0.0714 2.55225 2.1725 0.2735 -1.1481875 -1.746375 -0.02325 0.435 1.4809090909 -1.97775 -2.178 0.41175 -1.2875 0.461 -0.246125 -1.53275 1.8595 0.1415 -1.55675 -0.2849545455 0.5275 0.006625 1.0086666667 0.479 1.1713 -2.2801666667 -1.2866666667 -0.205 -0.1940833333 -1.0350909091 1.466625 0.4496666667 -0.0312 -2.1061666667 0.14645 0.1695 -0.0397 1.61575 -2.881 -0.5324 2.93 0.3788333333 1.2229375 0.9578125 -0.1561666667 -0.211 0.8758333333 0.036 -0.0019166667 -2.0486 -0.5463333333 -0.501 -0.5165 0.383 -1.1785 0.9818333333 -2.1963125 1.1351666667 -1.0589166667 0.55425 0.0651666667 0.54475 1.6141666667 1.66175 -1.888 4.0585 -0.00525 0.02025 -0.2318571429 1.5221428571 0.375875 1.7487 -0.4997142857 0.08375 -0.3431 -1.2454166667 -0.60425 -0.120125 1.1383 -0.2431666667 -1.861875 -0.37275 0.7598333333 1.0525 -2.48025 2.4975 0.6898571429 0.264 0.3125 0.1202 -0.9325 -1.891125 0.1272 0.0621666667 2.929375 0.3831666667 0.8601666667 0.2161 4.530875 -0.9069 0.278 -0.2799285714 -0.0176666667 1.7748 -0.01425 0.1155 0.505 0.349375
"TCGA-A8-A09V" -0.672625 -0.165214285714286 -0.751666666666667 0.628875 -0.3411 0.1455 0.5795 0.4143 -0.26425 -1.28933333333333 -1.712 -0.252833333333333 -1.0943 -3.3552 -0.572785714285714 0.5062 0.814666666666667 0.6961875 1.558625 -2.134 1.793 -0.082 -0.211833333333333 -0.208166666666667 -2.6045 -2.011 -1.0465 0.189875 -2.6856 2.023375 3.74716666666667 0.4285 2.4417 1.594 -0.123666666666667 -1.3476875 1.417125 4.666 -0.04725 1.61209090909091 -3.192 -2.70675 0.03725 -2.396 0.2245 -0.72025 -2.2255 2.285125 0.2415 -1.716 -0.947090909090909 0.401166666666667 -0.9835 0.897166666666667 0.39025 1.0853 0.345166666666667 -1.32333333333333 -0.9955 0.83375 -1.04063636363636 -0.294375 0.274166666666667 -0.0342 -3.1175 0.2823 -0.571 0.7313 1.21025 -1.65383333333333 0.3408 3.09766666666667 -0.6725 3.9401875 1.8684375 0.877666666666667 0.03075 0.0135 1.0295 0.188166666666667 -0.8443 -0.654166666666667 -0.2246 -0.576375 -0.522333333333333 -0.98675 0.185666666666667 -2.0730625 1.3955 -1.58558333333333 -0.244 -0.7455 1.269 1.602 1.963 -1.969875 3.7065 0.16475 0.067 -0.700571428571429 1.83828571428571 -0.1785 0.6237 0.570642857142857 -0.1265 -0.9755 -1.05841666666667 -2.02125 -0.000125000000000028 1.1421 -0.584333333333333 -2.982375 0.07625 1.0785 0.909875 -3.587125 3.07775 1.07478571428571 0.084 -0.343833333333333 0.0965 -0.470375 -2.368375 0.1801 0.205666666666667 4.69575 1.864 1.1405 -0.2177 3.434125 -0.667 -1.46525 -0.825 -0.296666666666667 1.3671 -0.591666666666667 0.2135 -0.1005 0.076375
"TCGA-A8-A0A1" 0.089125 -0.945857142857143 -0.927666666666667 0.927625 -0.4116 0.194 -0.242 -0.4312 -0.98975 -0.966916666666667 -0.677 1.14558333333333 -0.8343 -2.9125 0.00857142857142855 0.75505 0.473166666666667 1.033 0.299 -1.965 2.02325 -0.553666666666667 -0.602833333333333 0.2925 -1.544 -1.425625 -0.8081 2.544875 -2.1696 2.11675 4.92641666666667 0.506222222222222 2.31755 0.946 -0.173166666666667 -0.20625 0.523125 2.0335 -0.005 1.24318181818182 -2.574 -0.93575 -0.0115 -1.9 0.55925 -0.46125 -2.60471428571429 1.32375 -0.4495 -2.3955 -0.623045454545455 0.5145 1.826375 0.792166666666667 0.27425 1.1399 -3.0365 -0.3515 -0.4933 0.0865833333333334 -1.93168181818182 -1.236625 1.075 -0.3664 -2.20583333333333 0.70485 0.0783333333333333 1.3248 1.002 -2.707 -0.2155 3.05116666666667 -0.291 3.421875 0.9340625 0.711 0.79925 0.418833333333333 0.915833333333333 -0.366916666666667 0.06 -1.08066666666667 0.1829 -0.1725 0.193166666666667 -0.311125 -0.116333333333333 -2.1435625 1.188 -1.74108333333333 0.54825 -0.196 0.9665 1.56383333333333 1.76475 -1.782625 0.757833333333333 0.054 0.06575 0.7655 1.56435714285714 0.83325 2.0736 0.890642857142857 0.209 -0.5583 -1.58116666666667 -2.368 0.184375 1.4454 -0.747333333333333 -2.326375 0.45525 0.844333333333333 1.280375 -2.405875 -1.043375 0.329285714285714 0.6135 0.00483333333333334 0.2677 0.098625 -1.889125 0.5964 0.454833333333333 4.21625 1.76683333333333 -0.170833333333333 0.1482 1.68275 1.1635 -1.2035 -0.847857142857143 -0.236666666666667 1.1476 -0.369 -0.209 0.1625 0.076625
"TCGA-A8-A0A2" -0.585125 -0.189 -0.3321667 0.822125 -0.2444 -0.417 -0.233 0.1462 0.17775 -1.68425 -1.49575 0.3218333 -0.9842 -2.9889 -0.5047143 1.3211 1.554333 0.5846875 0.629125 -1.96525 1.214 -0.3613333 -0.9898333 0.1025833 -2.22 -1.55975 -1.4406 0.535625 -2.5923 2.3105 4.871167 0.2677 1.86255 0.7675 -0.07333333 -1.267 0.489875 0.19525 -0.41175 1.366182 -2.062 -2.162 0.168 -1.24625 0.3995 -0.493875 -1.663 1.182375 0.0905 -2.20075 0.2407273 0.3406667 1.145375 0.4221667 -0.094 1.4853 -1.814333 -1.038167 -1.4581 0.1761667 -2.731409 -1.139 0.1886667 -0.0299 -2.624667 0.96535 0.2221667 1.374 0.83475 -2.233167 -0.2582 2.800667 -0.7211667 3.068437 1.15125 0.4608333 0.219 1.469833 1.09 0.787 -2.4788 -1.504667 0.4228 -0.379625 -0.3263333 -0.86125 -0.5943333 -1.119563 1.408167 -0.7576667 -0.31225 -0.7445 0.51825 2.0385 1.743625 -2.354875 2.918667 0.075 -0.26975 -0.101 1.107214 -0.26525 1.164 -0.7730714 -0.0025 -0.5203 -0.60875 -1.61875 -0.3615 2.0729 -1.173333 -2.44525 0.21175 1.752667 1.059125 -2.97125 1.373 0.3948571 0.20725 -1.1985 0.0729 0.699 -1.954 -0.1073 0.2138333 3.085 0.8875 0.1801667 -0.0372 3.47025 -0.4757 -1.45625 -0.3681429 -0.3915 0.9552 -0.04025 0.3305 0.41525 0.085875
"TCGA-A8-A0A4" -0.30375 -0.0710714285714285 0.123833333333333 1.06275 -0.3628 0.03 -0.349625 -0.4107 -1.2745 -1.36025 -0.7615 1.02833333333333 -0.6671 -3.20011111111111 -0.852357142857143 0.4782 0.284333333333333 0.1689375 1.100875 -1.90685714285714 2.1255 -0.267666666666667 -0.7705 -0.0450833333333333 -1.412 -0.97275 -1.3222 1.0795 0.289 2.25825 3.37958333333333 -0.174 0.5773 0.933 -0.105 0.6343125 2.06225 1.27975 -0.255 1.22745454545455 -2.31025 0.543 0.2045 -0.996333333333333 0.714333333333333 -0.29625 -1.10657142857143 4.0495 -0.4085 -1.44775 0.0991363636363636 1.15933333333333 -0.583625 -0.00450000000000002 0.54475 1.1834 -2.03416666666667 -0.3095 -0.4997 0.08225 -1.2025 -0.022375 2.2145 1.1156 -2.08533333333333 -0.2242 0.117166666666667 0.5177 2.15625 -3.0225 0.3766 3.3505 0.335166666666667 4.3125625 0.295125 0.873166666666667 0.65 0.293833333333333 2.69916666666667 0.21075 -0.4309 0.105166666666667 0.6918 -0.455625 0.210833333333333 -0.843375 -0.325166666666667 -2.1518125 1.73233333333333 -1.31758333333333 -0.05525 -0.542833333333333 0.074 1.899 1.658625 -2.209 1.936 0.211 -0.202 -0.182538461538461 2.68207142857143 0.09975 1.0495 0.843071428571429 -0.2565 -0.2247 -1.02933333333333 -1.37175 -0.33775 1.6665 -0.591166666666667 -0.5505 -0.24325 0.926166666666667 0.520625 -3.31425 0.676625 0.967142857142857 -1.57425 -0.616666666666667 -0.0377 0.229625 -2.75842857142857 -0.1424 0.251 1.164 1.199 -1.2315 0.3678 2.858 -0.9421 -1.05125 1.00657142857143 0.251 0.7831 -0.0686666666666667 -0.142 0.62175 -0.13725
"TCGA-A8-A0A6" 0.0775 -0.9227857 -0.7713333 0.085375 -0.16 -0.0365 0.020625 -0.9561 -0.506 -1.673083 -1.98625 1.720333 -0.8891 -2.1751 -0.3917857 0.6109 0.3101667 0.989375 0.907625 -1.71825 2.908 -0.4321667 -0.976 0.3014167 -1.99925 -1.63925 -0.6738 1.982125 -1.558 3.49925 2.524917 1.1465 2.34575 1.17325 -0.3723333 -0.9275625 1.505875 1.378 -1.209 0.2784545 -2.85925 -0.461 -0.27 -1.874 0.42375 -0.439875 -2.850143 2.80575 0.153 -1.5295 -0.9628636 0.6966667 -0.846375 0.5768333 0.356 1.0971 0.4153333 -0.6271667 -0.0163 -0.405 -2.1145 0.04225 1.1055 -0.1074 -2.226667 0.2059 -0.3406667 0.9806 2.5005 -2.2035 0.0762 3.322167 1.152833 3.377063 0.36325 0.5215 1.0635 0.3471667 1.8255 0.2906667 -2.2628 -0.6401667 -0.01 -0.301375 0.05433333 -0.965625 -0.4636667 -2.563687 1.122167 -1.565 1.19425 -0.1418333 2.326 2.209333 2.43725 0.450875 -0.2796667 0.07125 0.032 0.9104286 2.228929 0.30075 0.9965 0.9735 0.09575 -0.239 -1.1655 -1.388 0.0405 1.4494 -1.292167 -0.919125 0.075 0.8466667 0.4165 -1.731 -0.362125 1.1565 1.29125 -0.5355 0.2919 1.618125 -1.89975 -0.3034 0.7276667 4.8795 -0.01683333 -0.908 0.2641 3.029875 -0.0814 -0.29025 0.3806429 0.258 0.6197 -2.57525 -1.5415 -0.24975 -0.288375
"TCGA-A8-A0AD" 0.359375 0.0974285714285714 -0.606666666666667 0.269 -0.0583999999999999 0.15075 0.143625 -0.2806 0.29275 -1.49983333333333 -1.80825 1.79133333333333 -0.5044 -3.0797 0.585357142857143 0.6466 1.42216666666667 0.139 0.275 -1.98125 2.5095 0.100666666666667 -1.00933333333333 0.0178333333333333 -1.7385 -1.10675 -1.1713 -3.673125 -2.8446 2.627875 4.87691666666667 -0.1897 3.16965 4.403 -0.728833333333333 -1.245125 2.34975 -0.3545 0.619333333333333 1.79609090909091 -2.79975 -2.48625 0.3825 -1.81225 0.426 -0.66375 -2.53766666666667 1.3785 -0.0795 -2.85825 -0.609045454545455 0.587166666666667 0.283375 0.262666666666667 -0.43675 2.305 -1.46616666666667 -1.54716666666667 -0.0414 0.557666666666667 -2.46686363636364 0.09775 -0.253833333333333 -0.9403 -2.3845 0.6198 -0.0551666666666667 1.4644 1.83825 -1.41233333333333 0.0425 3.3255 0.1565 2.4076875 1.2535 0.1455 0.151 1.99616666666667 0.491333333333333 1.73341666666667 -1.4404 -0.286333333333333 1.039 -0.0735 -0.166333333333333 -0.678375 0.284833333333333 -2.4098125 1.239 -0.774083333333333 0.353 -0.42 0.54775 1.2945 2.074625 -0.986875 3.07733333333333 -0.24225 -0.23975 0.198857142857143 2.26635714285714 0.418375 2.0517 0.636857142857143 -0.17975 -0.3966 -0.76875 -0.721 0.0285 0.284 0.0125 -3.1595 0.201 0.490833333333333 1.047625 -3.25025 1.585625 -0.124642857142857 0.4135 -0.730166666666667 -0.1114 -0.8295 -3.00975 0.8889 1.444 5.1345 0.495333333333333 0.126666666666667 -0.1155 4.428125 -0.633 1.161 -0.793214285714286 0.335666666666667 2.9211 0.0635 -0.636 0.31225 0.095375
"TCGA-AN-A03X" -0.52225 -1.16842857142857 -0.0473333333333333 0.181125 1.4981 -0.21625 -0.568375 -0.5855 0.32625 -1.2055 -1.41225 0.887333333333333 -0.6017 -2.6717 1.40235714285714 0.6291 1.17933333333333 0.7551875 0.41125 -0.962375 1.32625 -1.253 -0.584833333333333 -0.201083333333333 -1.79425 -1.360375 -1.3088 1.641875 -1.5789 2.113375 4.02208333333333 -0.0046 2.5901 1.11925 0.421 1.069125 -0.541875 0.019 0.09375 3.33536363636364 -2.09025 -1.19475 0.288 -0.51425 -0.0700000000000001 0.093375 -1.23416666666667 1.625125 -1.1285 -1.197 0.0848181818181818 0.331166666666667 1.921375 0.0283333333333333 -0.263 1.9206 -2.2905 -0.121166666666667 0.5212 -0.286 -2.51540909090909 -0.22275 1.72816666666667 -1.0112 -1.4055 -0.046 0.128166666666667 0.6136 0.508 -1.879 -0.2015 3.02533333333333 -0.168833333333333 3.7613125 -0.094125 0.806666666666667 0.2725 2.17333333333333 1.19166666666667 1.16825 -1.4505 -1.32066666666667 0.1733 -0.596625 -0.705333333333333 -0.5685 0.3775 -0.844375 1.39116666666667 -0.218833333333333 -0.1605 -0.629833333333333 0.5965 1.75666666666667 1.617625 -1.328 2.55633333333333 0.0915 -0.25625 0.0165 0.797428571428571 -0.533625 0.6385 0.729642857142857 -0.3715 -0.7678 -1.00441666666667 -1.63825 0.0195 1.3853 -1.65816666666667 -2.04675 0.0215 0.335166666666667 0.706875 -2.99 2.458875 0.627285714285714 1.3205 -0.565333333333333 0.4727 -0.947375 -0.8905 0.551 0.544166666666667 4.296 0.661333333333333 1.49466666666667 1.6648 3.795625 -0.8377 0.25 -0.493 0.306166666666667 2.4805 0.026 -0.1465 -0.30075 -0.2945
"TCGA-AN-A046" 0.8605 -0.623357142857143 -0.921833333333333 0.511375 -0.2324 -0.06025 -0.30375 -0.3046 -0.19375 -1.83908333333333 -1.1285 0.21425 -0.2431 -3.1191 0.3855 0.5607 0.549333333333333 0.520375 0.751625 -0.639625 1.66225 -0.00150000000000001 -0.975 0.50725 -1.81375 -1.382 -1.182 3.807 -2.7704 2.029625 4.57475 -0.00459999999999997 1.5898 0.99825 0.148 -1.43175 -0.110875 -0.1315 0.330666666666667 0.735727272727273 -2.105 -1.889 0.61175 -1.32 0.44425 -0.365125 -1.587375 1.20775 0.4655 -2.3755 -1.10368181818182 0.3415 1.68525 1.70933333333333 1.56925 1.3761 -2.69566666666667 -0.2875 1.3609 -0.768416666666667 -1.82318181818182 -1.322375 -0.204166666666667 -0.5094 -2.04383333333333 0.53575 -0.137833333333333 0.5972 0.3745 -3.34266666666667 -0.3834 2.629 0.797166666666667 2.9685625 0.2954375 0.1505 1.3005 1.62183333333333 -1.15833333333333 -0.755 -0.3886 1.65033333333333 -0.3407 -0.937625 0.3315 -0.54 -0.402166666666667 -0.5371875 1.32666666666667 -0.633166666666667 0.9375 -0.2465 0.865 2.07 1.637125 -1.862375 4.25733333333333 -0.68625 -0.65925 0.130214285714286 0.431857142857143 0.167125 2.3622 0.668785714285714 -0.08525 -1.117 -1.15391666666667 -0.43825 0.641875 -0.8484 -1.56983333333333 -3.0605 0.40675 0.459166666666667 1.229375 -2.22175 0.794375 -0.293285714285714 1.5485 -0.0733333333333333 0.1982 0.831 -0.68925 1.0513 -0.39 4.5025 0.3455 0.906333333333333 0.4587 2.62325 -2.423 -1.6605 -0.552 0.682666666666667 2.8874 -0.40275 0.6075 0.67725 -0.09325
"TCGA-AN-A04A" 0.146 -0.513285714285714 -0.239333333333333 0.394875 0.0875 0.053 -0.7835 0.2279 0.8205 -2.02018181818182 -1.3155 0.183916666666667 -0.3943 -2.463 1.73757142857143 0.32655 0.655 0.09525 1.28475 -1.74 1.5615 -0.649833333333333 -0.728 0.106 -1.39975 -0.84925 -0.0196 -0.6185 -1.2419 1.0395 2.67216666666667 -0.315857142857143 2.85885 0.50125 -0.760333333333333 -0.985066666666667 1.408125 0.3065 -0.3265 -0.281 -1.6345 -1.88875 0.48675 -1.04725 0.413 -0.32875 -0.721142857142857 1.464 0.36 -1.63375 -0.329454545454545 0.818833333333333 0.63 0.557833333333333 0.34275 1.3813 -1.362 -0.305166666666667 0.9962 0.3755 -2.24676190476191 0.5155 1.14133333333333 -0.1898 -1.69483333333333 -0.2031 0.0926666666666667 -0.2183 0.63075 -1.04916666666667 0.9598 3.3325 0.362 2.2676875 2.4980625 1.548 0.41925 1.0615 0.801666666666667 0.445083333333333 -1.631 0.0758333333333333 -0.4313 -0.899125 0.294 -0.77175 0.437166666666667 -0.3646875 0.690166666666667 -1.36191666666667 0.08925 -0.298333333333333 0.0275 2.1755 2.12925 -1.4685 0.164 0.29225 -0.50875 -0.4235 0.44 -0.036875 0.9345 1.17107142857143 -0.38125 -0.3847 0.127666666666667 -0.56675 0.1295 1.0694 -1.92983333333333 2.222125 -0.54625 0.697 1.309625 -2.98575 -0.148 0.626142857142857 2.54925 0.142166666666667 0.3143 0.238375 -1.974375 0.35 0.925 4.64675 -0.4195 0.154166666666667 0.3129 2.03925 -0.3805 0.78 -0.0325714285714286 0.609166666666667 0.2282 -0.6495 -0.101 -0.2495 -0.272875
"TCGA-AN-A0FD" -1.10675 -0.365928571428571 -0.0166666666666667 0.0175 -0.0976999999999999 0.25275 -0.528875 -0.5527 0.216 -2.68472727272727 0.38575 0.1515 -0.8891 -2.8547 -0.357428571428571 0.235 0.568166666666667 0.6739375 0.515125 -1.74128571428571 1.6845 -0.0273333333333333 -1.22383333333333 0.15 -1.39725 -1.497875 -0.3517 -1.092875 -2.2699 1.154 4.30483333333333 0.5185 2.8187 2.417 0.4332 -1.143 -0.167 -0.27225 -1.728 2.73618181818182 -0.94075 -0.9895 -0.07775 -0.86575 0.9475 -0.128 -0.996 2.002875 0.346 -0.9175 -1.01331818181818 0.260833333333333 -1.06775 0.970166666666667 0.65725 1.1967 -1.4495 -0.126666666666667 0.1061 -0.478833333333333 -0.992090909090909 1.088625 1.79333333333333 2.0182 -1.754 0.3983 -0.313 1.3792 -0.36875 -2.31016666666667 1.8236 3.0835 0.645666666666667 2.479375 -0.4773125 0.770666666666667 0.43625 0.325666666666667 -0.918 -0.8855 -0.7803 -0.454 0.0967 -1.549125 -0.0391666666666666 -1.736125 -0.00450000000000002 -0.703 1.5675 -1.27233333333333 0.3655 -0.441333333333333 0.4555 2.432 1.667625 -1.050625 -1.1325 0.21775 0.01825 -0.491571428571429 0.194714285714286 0.1145 0.1563 1.07342857142857 -0.5945 -0.6721 1.228 -1.01675 -0.617875 0.5991 -2.36666666666667 -1.192625 -0.62725 1.12683333333333 0.889875 -2.671375 0.7175 2.18671428571429 2.42875 -1.67533333333333 0.649111111111111 0.454625 -2.103125 0.2781 1.12833333333333 5.694125 1.19183333333333 1.9935 0.8678 1.736625 0.1097 -1.03875 0.107714285714286 0.629333333333333 0.569 -0.129333333333333 1.608 -0.2505 0.613
"TCGA-AN-A0FN" -1.162875 -0.209214285714286 0.981333333333333 0.318125 -0.3576 -1.0055 -0.846375 -0.1037 -0.6895 -1.84416666666667 -0.527 -0.112416666666667 -0.9528 -1.8915 0.244214285714286 0.24015 0.185833333333333 0.9691875 1.388625 -1.304875 3.33275 -0.548833333333333 -0.855166666666667 -0.327583333333333 -1.95075 -1.755625 -0.3829 -0.509625 -0.7695 1.492625 2.98083333333333 0.559125 3.05135 1.84425 -0.3485 0.0680625 0.565125 0.33825 -0.11275 2.96927272727273 -1.7175 0.9485 0.13375 -0.49925 0.39025 -0.582625 -1.95557142857143 3.569 0.0265 -1.42075 -0.219181818181818 0.741666666666667 3.60575 0.376833333333333 -0.31 1.9484 0.0978333333333333 -0.199166666666667 -0.1597 0.717416666666667 -0.846272727272727 0.23975 1.77033333333333 -0.1719 -1.94716666666667 0.31185 -0.096 0.9366 1.50475 -0.0665 0.9756 3.57733333333333 0.223833333333333 4.7056875 -0.4133125 1.68966666666667 1.20875 2.56766666666667 1.80866666666667 0.59975 -0.8704 -0.706166666666666 0.6782 -0.684875 -0.411333333333333 -0.91525 -0.677 -2.0955625 1.683 -1.06225 -0.08 0.2095 1.15875 2.73733333333333 2.84425 -1.238875 0.0705 0.06375 -0.8865 0.825642857142857 1.426 -0.659125 1.0741 1.31742857142857 -0.3815 -0.6855 -0.73525 -1.662 -0.325625 1.6782 -1.2655 -2.028375 -0.16775 0.971166666666667 0.719625 -1.492625 2.1645 1.7475 3.024 -0.591666666666667 0.6885 1.701625 -1.093625 1.0977 0.5206 6.195625 2.01183333333333 0.859666666666667 0.00530000000000001 2.2 0.2631 0.56625 -0.0331428571428572 0.125 -0.0018 -0.64125 0.4845 -0.122 0.0801428571428572
"TCGA-AN-A0FS" -1.038375 -0.0714285714285714 -0.0806666666666667 0.787875 -0.2376 -0.93675 -0.44075 -0.0444 -0.46375 -1.96958333333333 -1.9675 2.19675 -0.9286 -2.8126 -0.114714285714286 0.76715 0.488833333333333 1.1665 1.155375 -2.28775 2.66675 -0.488666666666667 -0.711833333333333 -0.617916666666667 -2.1425 -1.696 -1.0752 -0.167125 -0.6052 2.04875 4.643 -0.1429 1.75005 4.86475 -0.904833333333333 -0.54225 2.508125 2.232 -1.428 1.71890909090909 -3.58625 -0.1305 -0.0105 -1.781 0.7225 -1.52175 -2.39757142857143 2.401 -4.7975 -0.921 -0.592318181818182 0.137166666666667 4 0.482666666666667 0.32975 2.725 0.648833333333333 -1.2355 -1.0471 0.549 -1.58586363636364 -0.49075 1.7835 0.7963 -2.24016666666667 1.06815 0.0191666666666667 1.5212 0.73525 -1.42566666666667 0.6104 3.74066666666667 -0.387166666666667 4.8826875 0.887875 1.20966666666667 1.37425 2.27 2.39416666666667 0.34425 -2.2206 -1.0755 1.0303 -0.751375 -0.4535 -1.126625 -0.786166666666667 -2.14846666666667 1.35333333333333 -1.413 -0.266 -0.6575 0.5715 2.14583333333333 2.1665 -1.8385 -0.469666666666667 0.41775 -0.42275 -0.519785714285714 1.17742857142857 -0.618375 -0.9186 1.01364285714286 -0.5 -0.5985 -0.593333333333333 -2.2555 -0.442125 1.9115 -0.00683333333333335 1.264875 -1.07275 1.36033333333333 0.6145 -3.334875 0.925375 1.61335714285714 0.8845 -0.768 0.0489 -0.286375 -1.1295 1.2874 1.3155 3.071 1.20483333333333 0.833 0.139 3.293375 0.3324 -0.64375 -0.0534615384615384 -0.494166666666667 0.8217 -0.52475 -0.091 -0.80925 0.10325
"TCGA-AN-A0FT" 0.130625 -0.0542857142857143 -0.445666666666667 -0.938125 0.3828 -1.984 0.023 0.7666 0.157 -1.48341666666667 1.401 0.415916666666667 -1.0142 -2.791 -0.234071428571429 0.0203 0.577666666666667 -0.4224375 0.934875 -1.178625 2.42525 0.185166666666667 -0.730166666666667 -0.22025 -1.255 -0.87525 0.1818 -2.16425 -2.7876 6.2755 2.87941666666667 -0.0572222222222222 1.84845 1.04575 -0.0546666666666667 -1.0561875 0.631625 0.17525 -0.282 2.19827272727273 -2.48925 -2.10725 0.0785 -1.066 0.50625 -0.69475 -1.490625 2.22 0.772 -1.74825 -0.311909090909091 0.716 2.14575 0.655 0.10625 1.0362 -2.54983333333333 0.168333333333333 0.1117 0.316833333333333 -2.4035 -0.283625 0.3595 -0.1843 -1.78766666666667 -0.059 0.126666666666667 1.5007 3.75225 -1.51233333333333 0.1928 3.56733333333333 0.181 3.5554375 -0.07025 0.7755 0.54 2.43916666666667 1.22633333333333 0.792 -2.1126 -0.406666666666667 1.7186 -1.171375 -0.7505 -1.53825 0.170166666666667 -1.4701875 1.34266666666667 -0.8935 -0.02175 0.219166666666667 -0.22525 2.88483333333333 2.589 -1.52375 1.20766666666667 -0.416 -2.15475 -0.634285714285714 -0.210571428571429 1.291625 1.127 0.343357142857143 -0.639 -0.3063 -0.277916666666667 -1.8455 -0.13875 2.5542 -1.48516666666667 -2.836875 -0.2155 0.328666666666667 0.587875 -2.8745 0.7475 0.639428571428572 0.13675 -0.8 -0.126 -0.4765 -1.625625 0.378 -0.181 5.087375 1.35083333333333 0.323833333333333 2.6112 2.6575 -0.9548 -0.649 0.134 -0.376833333333333 2.1947 0.25775 0.8015 -0.29375 0.1955
