"AKT1" "AKT2" "AKT3" "APC" "APC2" "ARAF" "AXIN1" "AXIN2" "BRAF" "BRCA1" "BRCA2" "CCND1" "CDK4" "CDK6" "CDKN1A" "CSNK1A1" "CSNK1A1L" "CTNNB1" "DLL1" "DLL3" "DLL4" "DVL1" "DVL2" "DVL3" "E2F1" "E2F2" "E2F3" "EGF" "EGFR" "ERBB2" "ESR1" "ESR2" "FGF1" "FGF10" "FGF11" "FGF12" "FGF13" "FGF14" "FGF17" "FGF18" "FGF19" "FGF2" "FGF21" "FGF23" "FGF3" "FGF4" "FGF5" "FGF7" "FGF8" "FGF9" "FGFR1" "FLT4" "FOS" "FRAT1" "FRAT2" "FZD1" "FZD10" "FZD2" "FZD3" "FZD4" "FZD5" "FZD6" "FZD7" "FZD8" "FZD9" "GRB2" "GSK3B" "HES1" "HES5" "HEY1" "HEY2" "HEYL" "HRAS" "IGF1" "IGF1R" "JAG1" "JAG2" "JUN" "KIT" "KRAS" "LEF1" "LRP5" "LRP6" "MAP2K1" "MAP2K2" "MAPK1" "MAPK3" "MYC" "NCOA1" "NCOA3" "NFKB2" "NOTCH1" "NOTCH2" "NOTCH3" "NOTCH4" "NRAS" "PGR" "PIK3CA" "PIK3CB" "PIK3CD" "PIK3R1" "PIK3R2" "PIK3R3" "PTEN" "RAF1" "RB1" "RPS6KB1" "RPS6KB2" "SHC1" "SHC2" "SHC3" "SHC4" "SOS1" "SOS2" "SP1" "TCF7" "TCF7L1" "TCF7L2" "TNFSF11" "TP53" "WNT1" "WNT10A" "WNT10B" "WNT11" "WNT16" "WNT2" "WNT2B" "WNT3" "WNT3A" "WNT4" "WNT5A" "WNT5B" "WNT6" "WNT7A" "WNT7B" "WNT8A" "WNT8B" "WNT9A" "WNT9B"
"TCGA-BH-A0HP" 0.016625 -0.6972857 -0.079 0.52375 -0.5507 -0.0995 -0.5275 0.0044 0.398 -2.052583 -1.26325 -0.2930833 -0.9657 -3.0756 0.4121429 0.7479 0.5535 1.376625 1.22525 -1.79925 2.833 -0.444 -1.335 0.2004167 -2.2745 -1.35975 -0.6376 3.380125 -0.7091 2.247375 4.025917 0.3733 2.14075 -0.00025 0.1663333 -0.7008125 1.8395 2.042 -0.7505 2.823818 -2.08675 -0.2575 0.21875 -1.484 0.471 -0.369 -1.929375 2.312125 0.4265 0.0265 -0.3467727 0.6353333 0.150375 1.395167 1.01625 2.1857 -0.0705 -1.182667 -0.2647 0.19625 -2.569545 0.350875 1.973 0.7675 -2.403333 -0.1271 -0.1973333 1.5331 1.984 -1.205 0.834 3.249 -0.5568333 3.809063 -0.6666875 1.585333 1.201 0.491 2.817333 0.11975 -1.7099 -0.6465 0.3057 -0.793375 0.1036667 -0.344625 0.1081667 -1.4375 1.560833 -1.3535 0.4715 -0.0795 0.30475 1.488667 2.462875 -1.32725 -1.6535 0.20675 -0.1465 0.354 1.949286 -0.080125 1.1961 0.2725714 -0.098 -0.1344 -1.698583 -1.06425 0.013125 1.1698 0.1138333 -0.378125 -0.00325 0.8691667 0.9215 -2.7875 -0.200125 0.7392857 1.771 -0.3931667 0.3183 0.565 -2.732 0.77 -0.293 2.043875 0.904 -1.774833 0.0727 2.929375 -1.7338 -0.42275 0.008214286 0.3326667 0.6248 -0.967 0.6215 0.08125 0.28275
"TCGA-BH-A0HQ" -1.318125 -0.151571428571429 -1.28683333333333 0.5525 -0.3678 -1.10375 -0.27825 -1.0728 0.59975 -1.22683333333333 -0.6835 -0.92925 -0.9954 -2.1295 -0.896 0.4676 0.186 0.7209375 1.029125 -2.46783333333333 1.00825 -0.703 -0.691833333333333 -0.627833333333333 -2.34075 -1.186375 -0.1721 0.6705 -1.2488 3.0385 4.43225 -0.334111111111111 3.53894736842105 0 -0.400166666666667 -1.47313333333333 0.101375 1.2495 0.519 1.40481818181818 -1.94425 -0.94925 0.42325 -3.894 0.64475 -0.7805 -3.21125 1.67875 0.457 -1.353 -1.26118181818182 0.0285 -1.39225 0.358833333333333 0.02225 1.4579 -1.11916666666667 -0.948833333333333 1.6075 0.58075 -2.90631818181818 0.516625 1.50266666666667 0.8736 -2.18866666666667 -0.52535 -0.5 0.8485 2.24875 -1.60033333333333 0.875 3.63983333333333 -0.5835 3.7648125 0.6046875 1.35183333333333 0.48325 0.2375 2.81416666666667 -0.436333333333333 -2.2745 -1.14883333333333 0.1458 -0.863125 -0.645333333333333 -1.474 -0.557166666666667 -2.112 1.12583333333333 -1.76158333333333 -0.15175 -1.03033333333333 0.88575 2.33483333333333 1.85475 -2.113 3.3285 0.06225 -0.45025 -0.570642857142857 0.722785714285714 0.508125 1.0174 1.063 -1.2405 -0.418 -1.02808333333333 -2.68075 -0.29675 1.482 -1.14916666666667 -1.05075 -0.315 1.19466666666667 1.116125 -3.23475 0.50275 1.51214285714286 2.3875 -0.4115 -0.3857 0.23575 -2.560125 0.0617 -0.34975 5.36371428571429 0.882166666666667 -1.35166666666667 0.2921 3.775125 -0.5706 -0.67225 -0.543642857142857 0.066 0.7928 0.195 -0.0105 -0.42775 0.520428571428572
"TCGA-BH-A0HX" -0.499875 0.1035 0.471666666666667 0.998625 -0.3548 0.25 -0.190125 -0.5173 -0.944 -1.47275 -1.325 2.21433333333333 -0.6369 -3.0677 -0.0133571428571429 0.8577 1.03916666666667 0.3229375 0.73925 -0.593875 2.69575 -0.63 -0.1805 -0.109166666666667 -0.79075 -1.36425 -1.7107 -1.46925 -2.8254 1.99175 3.46758333333333 0.126333333333333 2.4948 0.5995 -0.308666666666667 1.361125 2.473375 1.2965 -0.35 2.15481818181818 -3.08925 -1.74025 0.4355 -1.712 0.38625 -0.973875 -1.47057142857143 2.4625 0.2235 -2.358 0.224727272727273 0.833166666666667 1.711125 0.415333333333333 0.006 0.7202 -2.1105 -1.23783333333333 0.319 0.439583333333333 -1.94322727272727 0.83775 -0.333666666666667 1.9396 -1.87733333333333 0.9985 -0.239833333333333 0.1735 0.1465 -1.963 0.7434 3.39466666666667 0.507333333333333 2.4975 1.185875 0.829166666666667 1.23675 1.1745 0.189 0.287 -2.335 -0.271333333333333 0.5522 -0.28725 -0.335 -1.4435 0.5435 -0.0485 0.996333333333333 -0.1955 0.705 -0.218 0.17575 2.029 2.300375 -1.918 -0.682833333333333 -0.03625 -0.49225 -0.642 0.645142857142857 -0.25875 0.5143 0.525 -0.35625 -1.114 -0.07 -0.707 0.029125 0.2151 -0.9005 -2.473125 0.116 1.8305 0.343875 -3.067875 0.401375 0.7015 1.857 0.0541666666666667 0.1876 -0.733125 -1.986375 0.1367 0.646166666666667 4.52575 1.507 1.74916666666667 1.3875 2.7325 -2.4747 -0.12375 -0.600692307692308 -0.0888333333333333 -0.0323 0.277 0.1505 0.3785 0.061625
"TCGA-BH-A0W4" -0.45225 -0.4290714 -0.5653333 0.665625 -0.367 -0.2025 -0.2705 -0.4099 0.2635 -1.52425 -1.271 0.4949167 -0.4192 -2.6967 1.205143 0.7001 0.3688333 0.5098125 1.21625 -1.780375 1.93275 -0.05916667 -1.160333 0.1856667 -2.191 -1.306625 -0.4969 0.535125 -1.0049 2.203625 2.697333 0.2108 2.51805 1.24475 -0.1638333 -0.943125 0.603 0.51325 -0.08425 1.420818 -2.18575 -0.67875 0.23025 -1.449 0.506 -0.67075 -1.905625 1.422625 0.132 -2.04275 -0.7288182 0.3556667 2.1075 -0.1053333 0.492 1.1881 -0.8081667 -0.4206667 0.7379 0.65875 -1.9915 -0.043125 1.677333 0.3917 -2.0965 0.54695 -0.0145 2.281 0.329 -1.1855 0.2042 3.245333 0.005666667 3.213938 0.556375 1.799 0.418 1.3665 0.7721667 -0.0285 -1.9129 -0.6601667 0.2602 -0.664375 0.0125 -0.986875 -0.112 -1.039688 1.439333 -1.740667 0.1835 -0.623 0.696 2.3115 2.263375 -1.69625 3.863167 0.391 -0.41275 -0.3194286 1.502714 0.022375 1.7064 1.182643 -0.063 -0.6382 -0.742 -1.53175 -0.14075 1.5241 -1.148 0.6715 0.013 0.9333333 0.852625 -2.42025 1.4565 1.253429 2.604 -0.3583333 -0.0239 -0.967125 -2.41225 0.6427 -0.1618333 3.541875 0.2356667 0.315 -0.0102 4.344125 0.6973 -0.54625 -0.09042857 0.1001667 1.5702 0.005 -0.373 0.1105 0.0655
"TCGA-BH-A0W5" -0.507875 -0.2549285714 0.573 0.34625 -1.0648 -0.26625 0.45925 -0.3714 -0.2065 -1.85675 -0.69725 0.4046666667 -1.0767 -1.7574 0.4004285714 0.689 1.1531666667 0.90875 0.734 -1.601 1.68925 -0.187 -0.6743333333 0.0285 -1.9805 -1.37475 -0.8626 0.091375 -1.202 1.38175 4.13025 0.9364 2.2641 1.083 -0.1338333333 -0.979125 -0.653125 1.29175 0.1315 1.4931818182 -1.61725 -0.67875 -0.07175 -1.203 0.151 -0.44075 -1.284375 2.76325 -0.18 -1.55325 0.2789090909 0.3695 0.587875 0.8233333333 0.555 1.4445 -1.7615 -1.5475 0.1141 0.1735 -2.0565454545 0.908 0.847 2.9907 -2.488 0.41585 0.04 0.6305 1.093 -2.2321666667 0.1456 2.256 -0.5761666667 3.419 0.9991875 0.374 -0.00675 0.5868333333 1.9605 0.0148333333 0.2335 -0.5213333333 0.1269 -0.277875 -0.7906666667 -0.946375 0.3481666667 -0.9439375 1.3158333333 -0.2996666667 -0.06975 0.2123333333 0.691 -0.1153333333 1.683875 -1.626125 2.3853333333 0.73375 0.19975 1.1110714286 1.8914285714 -0.428375 1.9517 0.4487142857 -0.0215 -0.2679 -0.7820833333 -1.15775 -0.634375 0.0091 -0.8858333333 -0.949625 0.273 0.6868333333 0.40975 -0.340375 1.855125 0.8445 1.83475 -0.1851666667 0.3974 2.08625 -1.319375 -0.2622 1.3318333333 4.469 0.5741666667 -0.6455 -0.1422 3.455 -1.48 -0.53875 -0.6843571429 0.4573333333 1.2886 -0.7065 -0.139 -0.08125 -0.31425
"TCGA-BH-A0W7" -0.192 -0.632857142857143 0.2065 0.776875 -0.9037 -0.568 -0.457125 -0.631 -1.32075 -2.08916666666667 0.45025 0.498333333333333 -0.6346 -1.9535 1.52 0.8767 1.05116666666667 -0.417375 0.72925 -1.444 0.8645 -0.648833333333333 -1.11983333333333 -0.069 -1.614 -1.202375 -0.2461 0.785875 -1.0379 1.137125 2.03983333333333 0.5112 2.9048 2.37625 -0.3145 0.5265 0.44375 0.55775 -0.23475 2.58654545454545 -1.52125 -1.5475 0.2875 -1.18125 0.139 -0.00775 -1.978875 3.19375 0.181 -1.1315 -0.659590909090909 0.6 1.362875 0.02 -0.27675 1.6402 -1.20333333333333 -0.613166666666667 1.7324 0.34 -1.11881818181818 0.665125 1.4195 -0.2386 -1.95783333333333 -0.29295 0.00266666666666667 0.7706 0.685 -1.66666666666667 1.8064 2.46716666666667 0.0176666666666667 3.499625 0.00675 0.6855 -0.21725 2.189 1.502 0.6705 -0.8645 -1.251 0.8871 -0.801125 -1.10133333333333 -1.174 -0.128166666666667 -2.1073125 1.67266666666667 -0.713083333333333 0.21325 -0.962333333333333 0.8425 1.5075 1.295125 -1.3405 0.834 0.294 -0.32125 0.373714285714286 2.20292857142857 0.089125 2.2469 1.135 -0.631 -0.7249 -0.905 -1.1305 -0.708375 0.6083 -0.253333333333333 -2.160875 0.04075 1.0515 0.7235 -1.7535 1.228375 1.52578571428571 3.9495 -0.283666666666667 0.4422 1.148625 -1.1825 -0.3755 0.346833333333333 6.251 1.42033333333333 -0.518833333333333 1.4647 2.960875 0.1401 -1.04675 -1.06357142857143 0.176166666666667 0.7563 0.30675 0.288 -0.32125 -0.012125
"TCGA-BH-A18H" 1.113375 -0.171142857142857 -0.166166666666667 -0.613625 0.0307 0.56475 0.745125 -0.5394 -0.0915 -2.51333333333333 -1.9635 1.03358333333333 -0.6005 -2.7615 0.464 1.4686 1.91616666666667 0.7288125 0.37075 -2.002625 2.5925 0.181833333333333 -1.08933333333333 0.122583333333333 -1.331 -1.299375 -1.0791 -1.62675 -3.4373 1.44275 4.06541666666667 0.4404 1.34455 0.196666666666667 0.178666666666667 -0.7863125 1.30675 0.469 -0.514 1.13909090909091 -1.32766666666667 -0.9385 -0.06625 -1.99525 0.374333333333333 -0.3545 -2.01371428571429 2.1595 0.532 -2.27275 -0.757142857142857 0.6015 -0.44825 0.935333333333333 0.18725 -0.1699 -3.15066666666667 -2.848 -1.7731 -0.510666666666667 -0.897136363636364 -0.64725 -1.0575 -0.4315 -2.17333333333333 0.87995 0.503833333333333 0.3446 0.56075 -1.995 0.0807 3.29 1.561 3.0951875 5.9376875 0.5085 1.50275 1.56366666666667 0.0665 0.428 -2.0801 0.922166666666667 -0.1249 -0.607375 0.746666666666667 -1.291 0.668333333333333 -1.5273125 1.161 -0.960583333333333 1.2985 0.654166666666667 0.47375 1.76283333333333 2.098125 -1.47175 1.79833333333333 -0.142 -1.091 0.549928571428571 2.057 0.55525 1.5901 0.341428571428571 0.13675 -1.1248 -0.8045 -0.50475 0.175875 0.9076 -1.54266666666667 -2.784125 -0.28825 -0.306833333333333 1.41025 -1.412875 -0.628125 -0.638857142857143 1.65325 -1.491 0.1361 1.09175 -1.559 -0.5262 1.64916666666667 5.171625 0.6185 0.138666666666667 0.1158 3.462125 -2.492 -1.5445 0.0462142857142857 0.515666666666667 1.1027 0.29425 -1.8795 0.4635 0.270875
"TCGA-BH-A18I" -0.14875 0.1615714 -0.1511667 0.327 -0.4738 -0.06075 2.385125 -0.1526 0.41975 -1.605917 -0.7305 3.433083 -0.6215 -2.3769 -0.2577143 0.5217 0.7726667 0.7879375 1.018286 -1.41575 2.22325 0.015 -0.3638333 0.2160833 -1.52525 -1.010143 -0.6741 -0.307625 -1.3564 1.935125 3.0855 0.1423 2.3376 1.15025 0.09666667 -0.8974375 0.84475 0.05425 -0.2445 1.149182 -2.04575 -1.4755 0.13475 -1.2845 0.59825 -0.021 -1.061875 2.129375 -0.01 -2.09425 -0.5798636 0.3153333 1.13975 2.076833 0.192 1.6752 -1.095833 -0.3463333 -0.986 0.04741667 -2.028727 1.4435 1.778 -0.0489 -1.819667 -0.0574 -0.051 -0.2397 0.60975 -0.889 0.1044 3.303833 0.2271667 3.445875 1.266687 1.286333 0.72875 0.6296667 1.6365 0.6115833 -0.2459 -0.2966667 0.6736 -0.6235 -0.3635 -0.843375 0.4578333 -1.087063 1.312333 -1.23125 1.185 0.09383333 0.9275 1.507333 2.219875 -1.123625 0.9586667 0.30925 -0.01825 0.4822143 2.235786 -0.0145 1.1689 1.119786 0.0745 -0.2318 -0.89875 -1.57025 -0.298375 1.0725 -1.383167 -0.805125 -0.0645 0.8596 1.08775 -1.9215 0.82825 0.7892143 2.1485 -0.0475 0.098 1.0825 -1.519875 0.0769 -0.261 4.798875 0.8005 -0.7985 -0.1191 2.649625 0.3541 -0.52825 -0.1865 0.1021667 0.5877 0.01566667 -0.0305 -0.1455 0.089
"TCGA-BH-A18M" -0.659125 -1.2265 -0.713833333333333 0.49825 -0.3025 -0.315 -0.03925 -0.0412 -0.098 -1.46016666666667 -1.417 -0.118166666666667 -0.6731 -2.2157 1.16321428571429 0.76515 0.0211666666666667 0.3025 1.002375 -1.93525 1.88525 -0.299666666666667 -0.863666666666667 -0.447833333333333 -1.72675 -1.068 -1.1161 1.653375 -0.7331 1.86625 3.039 0.0351 3.17825 2.28775 -0.8955 -0.37275 0.59875 2.157 -0.079 1.99245454545455 -2.472 0.2165 0.2995 -1.76375 0.05775 -0.304625 -3.42214285714286 3.0125 -0.096 -0.83125 -0.868681818181818 0.43 2.07275 0.0834999999999999 0.10675 1.2567 0.920666666666667 0.115333333333333 0.0617 0.619833333333333 -1.62 -0.89325 1.97383333333333 0.3131 -1.58516666666667 -0.5798 -0.5585 1.0741 2.52675 -1.41616666666667 -0.2907 3.45433333333333 0.72 4.4630625 -0.322 1.30633333333333 0.65325 1.3255 1.53033333333333 -0.277916666666667 -1.4271 -0.711666666666667 -0.211 -0.496875 -0.2645 -0.878125 -0.2525 -0.7950625 1.1785 -2.11575 -0.14725 -0.855 0.73675 1.50466666666667 1.6395 -1.455125 3.70816666666667 0.009 -0.0515 0.0382142857142857 2.41607142857143 -0.107 1.9984 1.73721428571429 -0.36075 -0.624 -1.24916666666667 -0.58975 -0.418125 0.6584 -1.41966666666667 -1.576875 -0.291 1.00933333333333 0.79875 -2.469625 0.07925 0.664428571428571 1.7715 -0.0958333333333333 0.4141 0.347625 -1.921125 0.7288 0.4234 6.147125 0.6625 0.549666666666667 0.0542 4.10025 -0.5692 -0.44925 0.139214285714286 -0.117 0.5816 -0.8295 -0.1065 0.52125 -0.090625
"TCGA-BH-A18N" -0.13675 0.371571428571429 -1.003 0.79925 -0.9277 0.38175 0.866 -0.1237 0.2465 -1.61933333333333 -0.69325 1.28216666666667 -0.6164 -3.5934 0.638214285714286 0.5643 1.028 0.0264375 1.08371428571429 -2.139 2.53575 -0.523666666666667 -0.383 -0.391583333333333 -1.7475 -1.743125 -1.8257 1.95425 -3.6789 1.92725 5.36991666666667 -0.0515555555555556 2.1082 3.3295 0.1172 -0.5415 -2.039375 0.669666666666667 -0.65525 1.29709090909091 -2.702 -3.4445 0.4065 -2.60833333333333 0.30925 -0.891 -2.37914285714286 1.27025 0.203 -3.00925 -1.8055 0.317333333333333 -0.374875 1.5905 0.25725 0.4466 -0.6015 -0.718166666666667 -0.2521 1.21608333333333 -2.29790909090909 2.516625 0.624333333333333 -1.3398 -2.7615 1.022 -0.123 0.1759 1.7725 -1.40583333333333 0.7416 2.93133333333333 0.182333333333333 1.0523125 1.24325 1.01466666666667 0.642 -0.264 -1.36366666666667 0.155166666666667 -2.4965 0.279 -0.0438 -0.20775 -0.4425 -1.059875 0.652166666666667 -1.6944375 1.41633333333333 -1.12983333333333 -0.1785 -0.763833333333333 -0.225 1.283 2.0655 -2.280625 4.17583333333333 0.742 0.57625 -1.14492857142857 2.54178571428571 -0.080125 0.9619 0.959428571428571 -0.09375 -0.2388 -0.89675 -0.961 -0.677125 1.3184 -0.8395 -0.57325 0.2075 0.649166666666667 1.01675 -2.630625 -1.184375 0.549285714285714 -0.131 0.0753333333333333 0.1186 -1.285125 -3.3985 -0.5791 -0.595 4.103375 -0.899333333333333 2.0835 -0.8203 1.727625 -3.2011 -0.1145 -1.27021428571429 -0.429666666666667 1.212 -0.540666666666667 0.948 -1.13575 0.436
"TCGA-BH-A18S" -0.234 -0.799428571428572 -1.10083333333333 0.152625 -0.4365 0.068 -0.041 -0.4688 -0.361 -1.58166666666667 -2.9025 1.14583333333333 -0.7788 -4.3327 -0.6515 0.1554 0.7265 0.395 0.399 -0.963625 2.24825 -0.4745 -1.18583333333333 -0.38125 -2.71875 -2.2115 -1.3768 1.41475 -3.7494 3.061125 4.58083333333333 -0.0223 1.0378 3.40375 -0.169166666666667 0.7173125 1.649 5.99675 -0.1205 0.478818181818182 -2.52375 4.125 0.4695 -1.432 0.06975 -0.295625 -1.599625 1.744375 0.183 -1.96025 -0.592181818181818 0.400333333333333 1.8085 1.863 0.414 1.7651 0.691333333333333 -1.651 0.2116 -1.04191666666667 -0.928954545454545 -0.1945 0.288666666666667 -0.6409 -2.32266666666667 0.49735 -0.186166666666667 1.817 1.93975 -3.53116666666667 -0.768 2.24733333333333 0.5045 1.8223125 0.9255625 0.689666666666667 -0.0145 1.9915 -1.16033333333333 -0.214583333333333 -3.2422 1.43066666666667 0.2561 -0.184125 -0.330166666666667 -0.9665 -0.00166666666666666 -1.861375 1.3545 -1.99308333333333 0.4475 -0.8455 0.56375 0.7265 1.582 -2.317625 2.38066666666667 -0.06975 0.1485 -0.744 0.310071428571429 -0.177375 0.3908 0.863428571428572 -0.413 -1.0267 -0.85675 -1.492 0.110125 -0.6602 -1.65783333333333 -3.066125 0.2375 0.762666666666667 0.84375 -2.59475 1.724125 0.306571428571429 0.15775 -1.15966666666667 0.3151 -0.961 -2.236625 0.2421 0.304166666666667 2.543375 0.13 1.94033333333333 -0.0014 1.001375 -3.116 -2.29225 -0.764357142857143 -0.203666666666667 0.8237 0.0315 0.583 0.4305 0.023875
"TCGA-BH-A18T" -0.08725 -0.629071428571429 -0.401166666666667 0.2035 -0.3543 -0.96025 -0.156875 -1.4146 0.47825 -1.20125 -0.654 -1.07425 -0.8169 -1.9535 0.449857142857143 0.56815 0.220166666666667 -0.1805 1.539 -2.014625 2.16725 -0.845333333333333 -0.8935 -0.677 -1.1065 -1.407875 -0.2278 2.568625 -1.4761 2.262 3.00158333333333 0.3652 2.99615 1.591 -0.573166666666667 0.26975 1.7035 0.0355 -0.413 1.98545454545455 -2.20475 -2.051 0.09975 -1.32975 0.22025 -0.983625 -2.765 1.601125 -0.229 -2.08325 -1.13777272727273 0.5825 0.5395 0.443166666666667 0.25225 1.4726 -0.615 -0.494833333333333 0.1109 0.436083333333333 -2.15454545454545 -0.620625 1.41683333333333 -0.5084 -1.72466666666667 -0.4414 -0.299333333333333 1.5154 2.4215 -1.43833333333333 1.4959 3.792 -0.073 3.28525 -0.1333125 1.16966666666667 0.743 0.913 1.3855 0.0829166666666667 -1.8338 -0.96 0.8767 -0.994 -1.02783333333333 -0.79325 -0.403 -1.5565 0.893 -1.61783333333333 -0.09575 -0.635333333333333 1.211 2.0825 2.028125 -1.4865 2.24933333333333 -0.182 -0.78225 -0.593642857142857 1.94807142857143 -0.347875 2.5704 -0.1815 -0.78425 -1.0554 -1.14941666666667 -1.811 -0.299375 1.102 -1.1365 -2.306375 -0.24425 1.02166666666667 1.554375 -3.007375 -0.341625 1.486 5.63075 -0.774333333333333 0.2928 -0.171375 -2.154625 -0.1117 0.4886 5.973375 0.619 1.13266666666667 0.3126 3.762125 0.3932 -0.83825 0.106285714285714 0.276166666666667 -0.1111 -0.539 -0.1945 0.549 0.274625
"TCGA-BH-A1EO" -1.16725 -0.3253571429 0.0288333333 0.561625 -0.6046 -0.904 -0.921375 -0.8597 0.333 -1.7394166667 -1.3805 -1.84 -1.2102 -1.4272 0.1071428571 0.906 0.1103333333 0.3288125 0.624625 -1.019 2.1405 -1.176 -0.8068333333 -0.0003333333 -1.9105 -1.3305 -0.6524 -0.2825 -1.7411 1.71175 3.734 0.2429 3.53295 1.9605 -0.0441666667 -0.656 -1.04775 4.18425 -0.46625 2.0691818182 -1.91775 -1.555 0.062 -2.10825 0.4625 -0.21775 -3.0724285714 2.7245 -0.199 -1.887 -0.4749090909 0.2675 0.589625 -0.3011666667 -0.58575 2.1845 -1.0158333333 -0.0873333333 0.1909 1.559 -1.9902727273 2.052125 1.3231666667 0.9855 -1.5606666667 -0.21055 -0.5476666667 -0.7839 1.97225 -1.2058333333 0.4478 3.8736666667 -0.2581666667 4.4310625 -0.9768125 1.0491666667 0.911 -0.1356666667 2.0283333333 1.1085833333 -1.83 -1 -0.5598 -0.466375 -0.776 -0.159 -0.6838333333 -2.005625 0.7883333333 -1.6443333333 -0.11525 -0.6356666667 0.59825 2.2835 1.767 -0.999125 4.496 0.13925 -0.581 0.1500714286 0.9642857143 -0.470625 0.0746 1.0227857143 -0.903 -0.5969 -1.4264166667 -1.6185 -0.267375 1.7031 0.1406666667 -2.15 -0.07725 0.8738333333 0.353375 -2.9105 -0.31175 0.3394285714 4.34525 -0.2855 0.362 0.271375 -2.243875 0.2682 0.34275 6.581375 2.1116666667 -1.2181666667 0.5531 4.764875 0.7731 -0.412 -0.8672857143 0.157 1.1486 -0.50425 -0.3985 0.173 0.038625
"TCGA-BH-A1ES" 0.389375 -0.279071428571429 -1.20616666666667 0.563375 0.3851 -0.09075 -0.2235 0.4627 0.5725 -1.77516666666667 -0.676 2.40891666666667 -0.5589 -2.6873 1.17292857142857 0.9916 -0.0798333333333333 0.3255625 1.566 -0.43475 2.207 0.477666666666667 -0.247666666666667 1.03158333333333 -0.8395 -0.46775 -1.0113 -0.968625 -1.9404 2.37575 3.58525 0.1706 3.471 3.112 -0.563 0.4640625 1.43125 0.47525 -0.395 1.12963636363636 -1.831 -2.30375 0.30625 -1.866 0.4835 3.124125 -2.687 1.808875 -0.2165 -2.6835 2.93345454545455 0.266 -0.035375 0.842166666666667 0.3225 1.8381 -1.93333333333333 -0.520833333333333 -0.0233 0.90225 -1.27659090909091 1.368375 1.88433333333333 -0.1463 -1.1515 1.36405 -0.660333333333333 1.4408 2.544 -0.786166666666667 1.4896 3.019 0.974833333333333 1.3774375 0.1246875 1.21166666666667 0.96375 -0.594333333333333 0.0358333333333333 -1.51525 -2.4352 -0.591 -0.4079 -0.63325 -0.0153333333333333 -1.45725 0.568333333333333 -1.978125 0.774666666666667 -1.82558333333333 0.41325 -0.370333333333333 0.1235 1.73116666666667 1.6805 -1.741125 0.6655 0.18025 0.08725 0.0117142857142857 0.860571428571429 0.354125 0.5209 1.46328571428571 -0.2125 -0.6068 -1.81433333333333 -1.16225 -0.1385 1.9845 0.3295 3.154 -0.1255 0.9125 0.736125 -2.13675 -2.646 0.525285714285714 2.9715 -0.1415 0.0984 -0.130625 -2.1925 0.4316 -0.4394 6.195625 1.04883333333333 -0.438666666666667 0.0821 4.114625 -0.4892 0.512 -0.0955 0.82 0.2299 -1.0795 0.311 0.7335 -0.112625
"TCGA-BH-A1ET" 0.66525 0.0200714285714286 -0.326166666666667 0.250875 -0.5373 0.38825 0.002875 -0.6027 -0.3165 -2.26616666666667 -1.682 0.352833333333333 -0.6989 -3.38 -0.585714285714286 0.4138 0.576833333333333 0.7865625 0.911 -2.08975 2.35525 -0.139166666666667 -1.049 0.0234166666666667 -2.3995 -1.951 -0.8127 0.5015 -2.0904 2.07125 4.73833333333333 -0.1738 2.05415 1.615 -0.215666666666667 -1.5678125 -0.214875 0.2515 0.08825 1.735 -2.19125 -1.647 0.1665 -2.0685 0.13625 -0.5415 -1.813375 2.04775 -0.037 -2.602 -0.822272727272727 0.6525 1.951375 1.17133333333333 0.22675 1.5881 -1.85216666666667 -0.870833333333333 1.7119 -0.196166666666667 -3.02509090909091 -2.157375 0.501666666666667 -0.0905 -2.56966666666667 -0.1118 -0.472333333333333 1.8852 1.45625 -1.70933333333333 0.3048 3.28966666666667 0.439833333333333 3.905 0.726375 0.732666666666667 1.03625 1.7965 1.237 -0.352083333333333 0.0276 -0.0646666666666667 0.2997 -0.7295 -0.431166666666667 -1.246625 0.860333333333333 -2.7720625 1.526 -1.42983333333333 0.05975 -0.565166666666667 1.12 1.12216666666667 2.34025 -1.92075 3.16066666666667 -0.101 -0.252 -0.122 2.48078571428571 0.735 1.5427 0.9105 -0.21225 -0.4066 -1.07791666666667 -0.4295 -0.137375 1.1202 -1.93166666666667 -2.39675 0.05025 1.06866666666667 1.156 -3.13525 1.00875 1.09185714285714 0.165 -0.29 0.1378 -0.04625 -2.922 -0.2063 -0.126 5.535625 0.065 -0.0683333333333333 -0.2032 4.016875 -0.5295 -1.62575 -0.5965 0.0605 0.3561 -0.98075 -0.00650000000000001 -0.274333333333333 0.203125
